,Unnamed: 0,name,type,kind,development_stage,vitality,attack,harmful,universe
7057,7057,Angrenor Once-Honored,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7352,7352,Angvid,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
7567,7567,Animated Armor,Unaligned,construct,0.0625,0.3844082840236686,0.5683333333333334,True,dd5
7449,7449,Anise,CombatMageConjurer,elder,0.001231527093596,0.024142926122646,0.1028937505447572,False,skyrim
7568,7568,Ankheg,Unaligned,monstrosity,0.25,0.3088461538461539,0.53,True,dd5
7256,7256,Annekke Crag-Jumper,None,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
6961,6961,Anoriath,CombatScout,wood elf,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
3958,3958,Ansatsu,Normal Monster,warrior,0.4166666666666667,0.34,0.34,True,yugioh
7450,7450,Anska,None,nord,0.001231527093596,0.0169000482858522,0.1148784101804236,True,skyrim
2777,2777,Ante,Spell Card,normal,,,,False,yugioh
1087,1087,Anteatereatingant,Effect Monster,insect,0.4166666666666667,0.4,0.4,True,yugioh
6384,6384,Anthrosaurus,Normal Monster,dinosaur,0.25,0.2,0.2,True,yugioh
3461,3461,Anti Raigeki,Trap Card,normal,,,,False,yugioh
5248,5248,Anti-Aircraft Flower,Effect Monster,plant,0.25,0.32,0.0,False,yugioh
5788,5788,Anti-Fusion Device,Trap Card,normal,,,,False,yugioh
6462,6462,Anti-Magic Arrows,Spell Card,quick-play,,,,False,yugioh
1649,1649,Anti-Magic Prism,Trap Card,normal,,,,False,yugioh
4326,4326,Anti-Spell,Trap Card,counter,,,,False,yugioh
4795,4795,Anti-Spell Fragrance,Trap Card,continuous,,,,False,yugioh
6671,6671,Anton Virane,None,breton,0.0073891625615763,0.024142926122646,0.0930279787326767,False,skyrim
6780,6780,Anuriel,CombatMonk,wood elf,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6657,6657,Anwen,None,redguard,0.0073891625615763,0.0444229840656687,0.1306981608995031,False,skyrim
7569,7569,Ape,Unaligned,beast,0.0625,0.2540532544378698,0.49,True,dd5
3348,3348,Ape Fighter,Effect Monster,beast,0.3333333333333333,0.38,0.38,True,yugioh
2592,2592,Ape Magician,Effect Monster,beast,0.25,0.24,0.16,True,yugioh
6718,6718,Aphia Velothi,TrainerRestorationJourneyman,dark elf,0.0123152709359605,0.0603573153066151,0.0981870478514773,False,skyrim
3355,3355,Apocatequil,Effect Monster,thunder,0.3333333333333333,0.36,0.36,True,yugioh
3253,3253,Apoqliphort Skybase,Effect Monster,machine,0.75,0.58,0.58,True,yugioh
2228,2228,Apoqliphort Towers,Effect Monster,machine,0.8333333333333334,0.6,0.6,True,yugioh
4574,4574,Apple Magician Girl,Effect Monster,spellcaster,0.25,0.24,0.24,True,yugioh
3533,3533,Appointer of the Red Lotus,Trap Card,normal,,,,False,yugioh
2488,2488,Apprentice Illusion Magician,Effect Monster,spellcaster,0.5,0.4,0.4,True,yugioh
742,742,Apprentice Magician,Effect Monster,spellcaster,0.1666666666666666,0.16,0.08,True,yugioh
5242,5242,Apprentice Piper,Flip Effect Monster,spellcaster,0.1666666666666666,0.3,0.02,True,yugioh
3974,3974,Appropriate,Trap Card,continuous,,,,False,yugioh
629,629,Aqua Jet,Spell Card,normal,,,,False,yugioh
1024,1024,Aqua Snake,Normal Monster,aqua,0.25,0.21,0.21,True,yugioh
3331,3331,Aqua Spirit,Effect Monster,aqua,0.3333333333333333,0.32,0.32,True,yugioh
2304,2304,Aqua Story - Urashima,Trap Card,normal,,,,False,yugioh
5353,5353,Aquaactress Guppy,Effect Monster,aqua,0.1666666666666666,0.12,0.12,True,yugioh
3185,3185,Aquaactress Tetra,Effect Monster,aqua,0.0833333333333333,0.06,0.06,True,yugioh
5205,5205,Aquamirror Illusion,Trap Card,normal,,,,False,yugioh
3789,3789,Aquamirror Meditation,Trap Card,normal,,,,False,yugioh
1835,1835,Aquarian Alessa,Gemini Monster,aqua,0.3333333333333333,0.3,0.3,True,yugioh
5277,5277,Aquarium Set,Spell Card,continuous,,,,False,yugioh
2358,2358,Aquarium Stage,Spell Card,continuous,,,,False,yugioh
6924,6924,Aquillius Aeresius,None,imperial,0.001231527093596,0.0004828585224529,0.0694238647258781,False,skyrim
7451,7451,Aranea Ienith,CombatMageElemental,dark elf,0.998768472906404,0.0444229840656687,0.1448784101804236,True,skyrim
1385,1385,Aratama,Spirit Monster,fiend,0.3333333333333333,0.36,0.16,True,yugioh
6934,6934,Arcadia,TrainerAlchemyExpert,imperial,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
5081,5081,Arcana Force 0 - The Fool,Effect Monster,fairy,0.0833333333333333,0.0,0.0,False,yugioh
5609,5609,Arcana Force EX - The Dark Ruler,Effect Monster,fairy,0.8333333333333334,0.8,0.8,True,yugioh
492,492,Arcana Force EX - The Light Ruler,Effect Monster,fairy,0.8333333333333334,0.8,0.8,True,yugioh
682,682,Arcana Force I - The Magician,Effect Monster,fairy,0.3333333333333333,0.22,0.22,True,yugioh
2894,2894,Arcana Force III - The Empress,Effect Monster,fairy,0.3333333333333333,0.26,0.26,True,yugioh
4965,4965,Arcana Force IV - The Emperor,Effect Monster,fairy,0.3333333333333333,0.28,0.28,True,yugioh
2806,2806,Arcana Force VII - The Chariot,Effect Monster,fairy,0.3333333333333333,0.34,0.34,True,yugioh
4948,4948,Arcana Force XIV - Temperance,Effect Monster,fairy,0.5,0.48,0.48,True,yugioh
1963,1963,Arcana Force XXI - The World,Effect Monster,fairy,0.6666666666666666,0.62,0.62,True,yugioh
518,518,Arcana Knight Joker,Fusion Monster,warrior,0.75,0.76,0.76,True,yugioh
3252,3252,Arcane Apprentice,Tuner Monster,spellcaster,0.1666666666666666,0.2,0.2,True,yugioh
4481,4481,Arcane Archer of the Forest,Effect Monster,warrior,0.25,0.28,0.18,True,yugioh
1486,1486,Arcane Barrier,Spell Card,continuous,,,,False,yugioh
2590,2590,Arcanite Magician,Synchro Monster,spellcaster,0.5833333333333334,0.36,0.08,True,yugioh
7398,7398,Arch-Curate Vyrthur,None,snow elf,0.998768472906404,0.1448575567358763,0.160332955634969,False,skyrim
3707,3707,Archfiend Black Skull Dragon,Fusion Monster,dragon,0.75,0.64,0.64,True,yugioh
5491,5491,Archfiend Commander,Effect Monster,fiend,0.5,0.5,0.5,True,yugioh
4693,4693,Archfiend Eccentrick,Pendulum Effect Monster,fiend,0.25,0.2,0.16,True,yugioh
2315,2315,"Archfiend Emperor, the First Lord of Horror",Effect Monster,fiend,0.6666666666666666,0.6,0.6,True,yugioh
2576,2576,Archfiend Empress,Effect Monster,fiend,0.6666666666666666,0.58,0.58,True,yugioh
3986,3986,Archfiend General,Effect Monster,fiend,0.3333333333333333,0.42,0.42,True,yugioh
5346,5346,Archfiend Heiress,Effect Monster,fiend,0.25,0.2,0.2,True,yugioh
1176,1176,Archfiend Interceptor,Effect Monster,fiend,0.3333333333333333,0.32,0.28,True,yugioh
6102,6102,Archfiend Marmot of Nefariousness,Normal Monster,beast,0.1666666666666666,0.12,0.08,True,yugioh
1239,1239,Archfiend Mirror,Normal Monster,fiend,0.1666666666666666,0.14,0.14,True,yugioh
5161,5161,Archfiend Palabyrinth,Spell Card,field,,,,False,yugioh
4070,4070,Archfiend Soldier,Normal Monster,fiend,0.3333333333333333,0.38,0.38,True,yugioh
4877,4877,Archfiend Zombie-Skull,Synchro Monster,zombie,0.5,0.5,0.5,True,yugioh
4101,4101,Archfiend of Gilfer,Effect Monster,fiend,0.5,0.5,0.44,True,yugioh
1870,1870,Archfiend's Oath,Spell Card,continuous,,,,False,yugioh
4579,4579,Archfiend's Roar,Trap Card,normal,,,,False,yugioh
4841,4841,Archlord Kristya,Effect Monster,fairy,0.6666666666666666,0.56,0.56,True,yugioh
1522,1522,Archlord Zerato,Effect Monster,fairy,0.6666666666666666,0.56,0.56,True,yugioh
7570,7570,Archmage,Any Alignment,humanoid (any race),0.0625,0.3132248520710059,0.49,True,dd5
6580,6580,Arcturus,None,imperial,0.001231527093596,0.024142926122646,0.0694238647258781,True,skyrim
6684,6684,Argis the Bulwark,CombatWarrior1H,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
3295,3295,Aria the Melodious Diva,Effect Monster,fairy,0.3333333333333333,0.32,0.32,True,yugioh
7452,7452,Aringoth,None,high elf,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
2424,2424,Arisen Gaia the Fierce Knight,Effect Monster,warrior,0.5833333333333334,0.46,0.46,True,yugioh
7076,7076,Arivanya,None,high elf,0.0049261083743842,0.0352486721390632,0.0855565240128998,False,skyrim
2699,2699,Arkbrave Dragon,Effect Monster,dragon,0.5833333333333334,0.48,0.48,True,yugioh
1197,1197,Arlownay,Normal Monster,plant,0.25,0.2,0.16,True,yugioh
2924,2924,Arma Knight,Normal Monster,aqua,0.3333333333333333,0.24,0.2,True,yugioh
2320,2320,Armageddon Designator,Trap Card,normal,,,,False,yugioh
2354,2354,Armageddon Knight,Effect Monster,warrior,0.3333333333333333,0.28,0.28,True,yugioh
4332,4332,Armaill,Normal Monster,warrior,0.25,0.26,0.14,True,yugioh
4838,4838,Armed Dragon LV10,Effect Monster,dragon,0.8333333333333334,0.6,0.6,True,yugioh
79,79,Armed Dragon LV3,Effect Monster,dragon,0.25,0.24,0.24,True,yugioh
3794,3794,Armed Dragon LV5,Effect Monster,dragon,0.4166666666666667,0.48,0.48,True,yugioh
5928,5928,Armed Dragon LV7,Effect Monster,dragon,0.5833333333333334,0.56,0.56,True,yugioh
736,736,Armed Ninja,Flip Effect Monster,warrior,0.0833333333333333,0.06,0.06,True,yugioh
2380,2380,Armed Protector Dragon,Effect Monster,dragon,0.6666666666666666,0.56,0.4,True,yugioh
6322,6322,Armed Samurai - Ben Kei,Effect Monster,warrior,0.3333333333333333,0.16,0.1,True,yugioh
1679,1679,Armed Sea Hunter,Effect Monster,sea serpent,0.3333333333333333,0.36,0.36,True,yugioh
3542,3542,Armityle the Chaos Phantom,Fusion Monster,fiend,1.0,0.0,0.0,False,yugioh
588,588,Armor Exe,Effect Monster,rock,0.3333333333333333,0.48,0.48,True,yugioh
1339,1339,Armor Ninjitsu Art of Alchemy,Spell Card,normal,,,,False,yugioh
5251,5251,Armor Ninjitsu Art of Freezing,Trap Card,continuous,,,,False,yugioh
183,183,Armor Ninjitsu Art of Rust Mist,Trap Card,continuous,,,,False,yugioh
5070,5070,Armored Axon Kicker,Effect Monster,psychic,0.5,0.44,0.44,True,yugioh
5395,5395,Armored Cybern,Union Effect Monster,machine,0.3333333333333333,0.4,0.0,False,yugioh
2981,2981,Armored Glass,Trap Card,normal,,,,False,yugioh
4142,4142,Armored Kappa,XYZ Monster,psychic,0.1666666666666666,0.2,0.08,True,yugioh
1271,1271,Armored Lizard,Normal Monster,reptile,0.3333333333333333,0.3,0.3,True,yugioh
1335,1335,Armored Rat,Normal Monster,beast,0.25,0.22,0.19,True,yugioh
1455,1455,Armored Starfish,Normal Monster,aqua,0.3333333333333333,0.28,0.17,True,yugioh
1659,1659,Armored Zombie,Normal Monster,zombie,0.25,0.3,0.3,True,yugioh
5882,5882,Armoroid,Effect Monster,machine,0.6666666666666666,0.54,0.54,True,yugioh
2360,2360,Armory Arm,Synchro Monster,machine,0.3333333333333333,0.36,0.36,True,yugioh
1845,1845,Army Ant Token,Token,insect,,,,False,yugioh
6581,6581,Arnbjorn,CombatAssassin,nord,0.998768472906404,0.0724287783679381,0.0933931839972108,True,skyrim
7327,7327,Arngeir,None,elder,0.1847290640394088,0.6238532110091743,0.5454545454545454,False,skyrim
7086,7086,Arniel Gane,CombatMageNecro,breton,0.0369458128078817,0.1892805408015451,0.3357875010895145,False,skyrim
2406,2406,"Arnis, the Empowered Warrior",Effect Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
6826,6826,Arnskar Ember-Master,VendorBlacksmith,nord,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7204,7204,Arob,GuardOrc1H,orc,0.0073891625615763,0.0521487204249155,0.1088477294517563,True,skyrim
426,426,Aroma Garden,Spell Card,field,,,,False,yugioh
1759,1759,Aroma Jar,Flip Effect Monster,rock,0.0833333333333333,0.1,0.1,True,yugioh
1825,1825,Aromage Cananga,Effect Monster,plant,0.25,0.28,0.28,True,yugioh
4766,4766,Aromage Rosemary,Effect Monster,plant,0.3333333333333333,0.36,0.36,True,yugioh
1377,1377,Aromaseraphy Angelica,Tuner Monster,plant,0.0833333333333333,0.0,0.0,False,yugioh
3096,3096,Aromaseraphy Rosemary,Synchro Monster,plant,0.4166666666666667,0.4,0.4,True,yugioh
7453,7453,Arondil,CombatMageConjurer,high elf,0.0086206896551724,0.0845002414292612,0.1847119323629391,True,skyrim
7243,7243,Arrald Frozen-Heart,None,nord,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
5572,5572,Array of Revealing Light,Spell Card,field,,,,False,yugioh
3462,3462,Arsenal Bug,Effect Monster,insect,0.25,0.4,0.4,True,yugioh
4510,4510,Arsenal Robber,Trap Card,normal,,,,False,yugioh
945,945,Artifact Achilleshield,Effect Monster,fairy,0.4166666666666667,0.44,0.3,True,yugioh
1049,1049,Artifact Beagalltach,Effect Monster,fairy,0.4166666666666667,0.42,0.28,True,yugioh
718,718,Artifact Chakram,Effect Monster,fairy,0.4166666666666667,0.4,0.38,True,yugioh
5612,5612,Artifact Durendal,XYZ Monster,fairy,0.4166666666666667,0.48,0.48,True,yugioh
3934,3934,Artifact Failnaught,Effect Monster,fairy,0.4166666666666667,0.4,0.4,True,yugioh
2373,2373,Artifact Ignition,Spell Card,quick-play,,,,False,yugioh
3921,3921,Artifact Labrys,Effect Monster,fairy,0.4166666666666667,0.46,0.46,True,yugioh
2780,2780,Artifact Lancea,Effect Monster,fairy,0.4166666666666667,0.46,0.34,True,yugioh
1025,1025,Artifact Sanctum,Trap Card,normal,,,,False,yugioh
1661,1661,Artifact Scythe,Effect Monster,fairy,0.4166666666666667,0.44,0.44,True,yugioh
5574,5574,Artifact Vajra,Effect Monster,fairy,0.4166666666666667,0.38,0.36,True,yugioh
4613,4613,Artifacts Unleashed,Spell Card,quick-play,,,,False,yugioh
1740,1740,"Artorigus, King of the Noble Knights",XYZ Monster,warrior,0.3333333333333333,0.4,0.4,True,yugioh
7454,7454,Arvel the Swift,CombatThief,dark elf,0.001231527093596,0.012071463061323,0.0694238647258781,False,skyrim
6816,6816,Asbjorn Fire-Tamer,VendorBlacksmith,nord,0.0073891625615763,0.0458715596330275,0.0881025015253203,False,skyrim
3069,3069,Ascension Sky Dragon,Synchro Monster,dragon,0.8333333333333334,0.6,0.0,False,yugioh
2264,2264,Asceticism of the Six Samurai,Spell Card,quick-play,,,,False,yugioh
6820,6820,Asgeir Snow-Shod,CombatWarrior1H,nord,0.0098522167487684,0.0632544664413326,0.0809291379761178,False,skyrim
6511,6511,Ash Blossom & Joyous Spring,Tuner Monster,zombie,0.25,0.36,0.0,False,yugioh
6699,6699,Aslfur,None,nord,0.0073891625615763,0.0482858522452921,0.0814085243615445,False,skyrim
6334,6334,Asmo Token,Token,fairy,,,,False,yugioh
7571,7571,Assassin,Any Non-good Alignment,humanoid (any race),0.0625,0.3576923076923077,0.55,True,dd5
291,291,Assault Beast,Effect Monster,beast-warrior,0.3333333333333333,0.38,0.38,True,yugioh
1925,1925,Assault Blackwing - Chidori the Rain Sprinkling,Synchro Monster,winged beast,0.5833333333333334,0.52,0.52,True,yugioh
5666,5666,Assault Blackwing - Kunai the Drizzle,Effect Monster,winged beast,0.4166666666666667,0.42,0.42,True,yugioh
1317,1317,Assault Blackwing - Raikiri the Rain Shower,Synchro Monster,winged beast,0.5833333333333334,0.52,0.52,True,yugioh
1492,1492,Assault Blackwing - Sayo the Rain Hider,Synchro Monster,winged beast,0.1666666666666666,0.16,0.16,True,yugioh
4353,4353,Assault Blackwing - Sohaya the Rain Storm,Synchro Monster,winged beast,0.4166666666666667,0.4,0.3,True,yugioh
6141,6141,Assault Counter,Trap Card,counter,,,,False,yugioh
5834,5834,Assault Dog,Effect Monster,beast,0.3333333333333333,0.24,0.24,True,yugioh
6196,6196,Assault Mercenary,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
6273,6273,Assault Mode Activate,Trap Card,normal,,,,False,yugioh
4580,4580,Assault Revival,Spell Card,quick-play,,,,False,yugioh
3249,3249,Assault Slash,Trap Card,normal,,,,False,yugioh
2421,2421,Assault Teleport,Spell Card,normal,,,,False,yugioh
2379,2379,Assault Wyvern,Effect Monster,dragon,0.3333333333333333,0.36,0.36,True,yugioh
5063,5063,Assault on GHQ,Trap Card,normal,,,,False,yugioh
7103,7103,Assur,None,nord,0.0049261083743842,0.0313858039594398,0.0383509108341323,False,skyrim
7455,7455,Asta,None,nord,0.9975369458128078,0.0169000482858522,0.034711932362939,False,skyrim
2995,2995,Astral Barrier,Trap Card,continuous,,,,False,yugioh
6582,6582,Astrid,CombatAssassin,nord,0.998768472906404,0.1207146306132303,0.1653011418112089,True,skyrim
181,181,Asura Priest,Spirit Monster,fairy,0.3333333333333333,0.34,0.34,True,yugioh
511,511,At One With the Sword,Trap Card,normal,,,,False,yugioh
6846,6846,Ataf,None,redguard,0.0073891625615763,0.0429744084983099,0.0961352741218513,False,skyrim
7434,7434,Atahbah,None,khajiit,0.0061576354679802,0.0400772573635924,0.0879534559400331,False,skyrim
7158,7158,Atar,CombatWarrior1H,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
4006,4006,Athena,Effect Monster,fairy,0.5833333333333334,0.52,0.52,True,yugioh
6983,6983,Athis,TrainerOneHandedExpert,dark elf,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
657,657,Atlantean Attack Squad,Effect Monster,sea serpent,0.25,0.28,0.28,True,yugioh
5967,5967,Atlantean Dragoons,Effect Monster,sea serpent,0.3333333333333333,0.36,0.36,True,yugioh
3001,3001,Atlantean Heavy Infantry,Effect Monster,sea serpent,0.1666666666666666,0.32,0.0,False,yugioh
63,63,Atlantean Marksman,Effect Monster,sea serpent,0.25,0.28,0.28,True,yugioh
2207,2207,Atlantean Pikeman,Normal Monster,sea serpent,0.1666666666666666,0.28,0.28,True,yugioh
2530,2530,Attack Gainer,Tuner Monster,warrior,0.0833333333333333,0.0,0.0,False,yugioh
5523,5523,Attack Pheromones,Spell Card,continuous,,,,False,yugioh
5148,5148,Attack and Receive,Trap Card,normal,,,,False,yugioh
6318,6318,Attack of the Cornered Rat,Trap Card,continuous,,,,False,yugioh
3767,3767,Attraffic Control,Spell Card,continuous,,,,False,yugioh
7216,7216,Atub,TrainerIllusionExpert,orc,0.998768472906404,0.024142926122646,0.1148784101804236,True,skyrim
4808,4808,Augmented Heraldry,Spell Card,field,,,,False,yugioh
7111,7111,Augur of Dunlain,CombatWarrior1H,breton,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
589,589,"Aurkus, Lightsworn Druid",Effect Monster,beast-warrior,0.25,0.36,0.24,True,yugioh
1837,1837,Aurora Paragon,Effect Monster,fairy,0.3333333333333333,0.3,0.3,True,yugioh
5637,5637,Aurora Wing,Effect Monster,winged beast,0.3333333333333333,0.32,0.24,True,yugioh
3074,3074,Aussa the Earth Charmer,Flip Effect Monster,spellcaster,0.25,0.3,0.1,True,yugioh
4802,4802,Automatic Laser,Trap Card,normal,,,,False,yugioh
5740,5740,Autonomous Action Unit,Spell Card,equip,,,,False,yugioh
7014,7014,Aval Atheron,None,dark elf,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
2365,2365,Avalanching Aussa,Effect Monster,spellcaster,0.3333333333333333,0.3,0.16,True,yugioh
5588,5588,Avenging Knight Parshath,Synchro Monster,fairy,0.6666666666666666,0.52,0.52,True,yugioh
7009,7009,Aventus Aretino,None,nord,0.001231527093596,0.024142926122646,0.0239693192713326,False,skyrim
7344,7344,Avrusa Sarethi,VendorApothecary,dark elf,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
6972,6972,Avulstein Gray-Mane,CombatWarrior1H,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
7572,7572,Awakened Shrub,Unaligned,plant,0.0625,0.187396449704142,0.3466666666666667,True,dd5
7573,7573,Awakened Tree,Unaligned,plant,0.5625,0.3036390532544378,0.4266666666666666,True,dd5
7574,7574,Axe Beak,Unaligned,beast,0.25,0.2340532544378698,0.6366666666666667,True,dd5
3952,3952,Axe Raider,Normal Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
3304,3304,Axe of Despair,Spell Card,equip,,,,False,yugioh
1608,1608,Axe of Fools,Spell Card,equip,,,,False,yugioh
3513,3513,Aye-Iron,Effect Monster,machine,0.3333333333333333,0.36,0.32,True,yugioh
3469,3469,Ayers Rock Sunrise,Spell Card,normal,,,,False,yugioh
7575,7575,Azer,Lawful Neutral,elemental,0.0625,0.3688461538461539,0.5900000000000001,True,dd5
6034,6034,"Aztekipede, the Worm Warrior",Effect Monster,insect,0.3333333333333333,0.38,0.38,True,yugioh
3330,3330,Azure-Eyes Silver Dragon,Synchro Monster,dragon,0.75,0.6,0.5,True,yugioh
7113,7113,Azzada Lylvieve,None,redguard,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6220,6220,B-Buster Drake,Union Effect Monster,machine,0.3333333333333333,0.36,0.3,True,yugioh
980,980,B. Skull Dragon,Fusion Monster,dragon,0.75,0.64,0.64,True,yugioh
