,name,type,kind,development_stage,vitality,attack,harmful,universe
330,Absorbing Jar,Flip Effect Monster,Rock,0.25,0.12,0.12,True,yugioh
331,The Tripper Mercury,Effect Monster,Aqua,0.6666666666666666,0.4,0.4,True,yugioh
332,Magical Reflect Slime,Gemini Monster,Aqua,0.25,0.24,0.14,True,yugioh
333,Felgrand Dragon,Effect Monster,Dragon,0.6666666666666666,0.56,0.56,True,yugioh
334,Flower Cardian Boardefly,Synchro Monster,Warrior,0.5,0.4,0.4,True,yugioh
335,Greed Grado,Spell Card,Quick-Play,,,,False,yugioh
336,Lucky Trinket,Normal Monster,Spellcaster,0.16666666666666666,0.16,0.12,True,yugioh
337,Lavalval Ignis,XYZ Monster,Warrior,0.25,0.36,0.36,True,yugioh
338,Hieratic Dragon of Eset,Effect Monster,Dragon,0.4166666666666667,0.38,0.38,True,yugioh
339,Change of Heart,Spell Card,Normal,,,,False,yugioh
340,Shapesnatch,Normal Monster,Machine,0.4166666666666667,0.34,0.24,True,yugioh
341,Ninja Grandmaster Sasuke,Effect Monster,Warrior,0.3333333333333333,0.36,0.36,True,yugioh
342,Island Turtle,Normal Monster,Aqua,0.3333333333333333,0.4,0.22,True,yugioh
343,Evilswarm Salamandra,Effect Monster,Dinosaur,0.3333333333333333,0.37,0.37,True,yugioh
344,Zombie World,Spell Card,Field,,,,False,yugioh
345,Blackwing - Aurora the Northern Lights,Effect Monster,Winged Beast,0.8333333333333334,0.0,0.0,False,yugioh
346,The Second Sarcophagus,Spell Card,Continuous,,,,False,yugioh
347,Performage Stilts Launcher,Effect Monster,Spellcaster,0.5,0.44,0.44,True,yugioh
348,Chaos Infinity,Trap Card,Normal,,,,False,yugioh
349,G.B. Hunter,Effect Monster,Warrior,0.3333333333333333,0.4,0.24,True,yugioh
350,Djinn Prognosticator of Rituals,Effect Monster,Fiend,0.25,0.08,0.08,True,yugioh
351,Zoodiac Ramram,Effect Monster,Beast-Warrior,0.3333333333333333,0.4,0.08,True,yugioh
352,Goblin Fan,Trap Card,Continuous,,,,False,yugioh
353,Cyber Laser Dragon,Effect Monster,Machine,0.5833333333333334,0.48,0.48,True,yugioh
354,Cards for Black Feathers,Spell Card,Normal,,,,False,yugioh
355,Raigeki Break,Trap Card,Normal,,,,False,yugioh
356,Ancient Pixie Dragon,Synchro Monster,Dragon,0.5833333333333334,0.6,0.42,True,yugioh
357,Queen of Autumn Leaves,Normal Monster,Plant,0.4166666666666667,0.36,0.36,True,yugioh
358,"Eco, Mystical Spirit of the Forest",Effect Monster,Plant,0.3333333333333333,0.34,0.34,True,yugioh
359,Trap Hole,Trap Card,Normal,,,,False,yugioh
360,Shrine of Mist Valley,Spell Card,Field,,,,False,yugioh
361,Mistaken Arrest,Spell Card,Quick-Play,,,,False,yugioh
362,Psi-Station,Spell Card,Continuous,,,,False,yugioh
363,Performapal Turn Toad,Pendulum Effect Monster,Aqua,0.16666666666666666,0.16,0.0,False,yugioh
364,Mermaid Archer,Effect Monster,Sea Serpent,0.25,0.24,0.24,True,yugioh
365,Gladiator Beast Hoplomus,Effect Monster,Rock,0.3333333333333333,0.42,0.14,True,yugioh
366,Spell Economics,Spell Card,Continuous,,,,False,yugioh
367,Kiseitai,Effect Monster,Fiend,0.16666666666666666,0.16,0.06,True,yugioh
368,Splendid Rose,Synchro Monster,Plant,0.5,0.44,0.44,True,yugioh
369,Shiranui Style Swallow's Slash,Trap Card,Normal,,,,False,yugioh
370,Scrap Recycler,Effect Monster,Machine,0.25,0.24,0.18,True,yugioh
371,"Sophia, Goddess of Rebirth",Effect Monster,Fairy,0.9166666666666666,0.72,0.72,True,yugioh
372,Newdoria,Effect Monster,Fiend,0.3333333333333333,0.24,0.24,True,yugioh
373,Chronomaly City Babylon,Spell Card,Field,,,,False,yugioh
374,Zoodiac Bunnyblast,Effect Monster,Beast-Warrior,0.3333333333333333,0.16,0.16,True,yugioh
375,Familiar-Possessed - Hiita,Effect Monster,Spellcaster,0.3333333333333333,0.37,0.37,True,yugioh
376,Leo Wizard,Normal Monster,Spellcaster,0.4166666666666667,0.27,0.27,True,yugioh
377,The Dragon Dwelling in the Deep,Effect Monster,Sea Serpent,0.3333333333333333,0.34,0.34,True,yugioh
378,Mecha Phantom Beast Blackfalcon,Effect Monster,Machine,0.3333333333333333,0.34,0.24,True,yugioh
379,M-X-Saber Invoker,XYZ Monster,Warrior,0.25,0.32,0.32,True,yugioh
380,Drastic Drop Off,Trap Card,Counter,,,,False,yugioh
381,Ancient Gear Explosive,Spell Card,Normal,,,,False,yugioh
382,Qlimate Change,Trap Card,Normal,,,,False,yugioh
383,Venom Burn,Trap Card,Normal,,,,False,yugioh
384,SPYRAL GEAR - Drone,Effect Monster,Machine,0.08333333333333333,0.02,0.02,True,yugioh
385,Prepare to Strike Back,Trap Card,Continuous,,,,False,yugioh
386,Yellow Luster Shield,Spell Card,Continuous,,,,False,yugioh
387,Meklord Emperor Granel,Effect Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
388,Xyz Territory,Spell Card,Field,,,,False,yugioh
389,Battlin' Boxer Counterpunch,Effect Monster,Warrior,0.25,0.22,0.0,False,yugioh
390,Roaring Earth,Trap Card,Continuous,,,,False,yugioh
391,Lion Alligator,Effect Monster,Reptile,0.3333333333333333,0.38,0.38,True,yugioh
392,Dark Energy,Spell Card,Equip,,,,False,yugioh
393,Imperion Magnum the Superconductive Battlebot,Fusion Monster,Rock,0.8333333333333334,0.8,0.8,True,yugioh
394,Tyrant's Temper,Trap Card,Continuous,,,,False,yugioh
395,Card Guard,Effect Monster,Fiend,0.3333333333333333,0.32,0.32,True,yugioh
396,Lightray Gearfried,Effect Monster,Warrior,0.6666666666666666,0.56,0.56,True,yugioh
397,Molten Zombie,Effect Monster,Pyro,0.3333333333333333,0.32,0.32,True,yugioh
398,Magnetic Field,Spell Card,Field,,,,False,yugioh
399,Evilswarm Kerykeion,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
400,Yubel - Terror Incarnate,Effect Monster,Fiend,0.9166666666666666,0.0,0.0,False,yugioh
401,"Michael, the Arch-Lightsworn",Synchro Monster,Dragon,0.5833333333333334,0.52,0.52,True,yugioh
402,Superheavy Samurai Soulfire Suit,Effect Monster,Machine,0.16666666666666666,0.16,0.16,True,yugioh
403,Chimera the Flying Mythical Beast,Fusion Monster,Beast,0.5,0.42,0.42,True,yugioh
404,Performage Flame Eater,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.24,True,yugioh
405,"Sauravis, the Ancient and Ascended",Ritual Effect Monster,Dragon,0.5833333333333334,0.56,0.52,True,yugioh
406,Constellar Tempest,Spell Card,Continuous,,,,False,yugioh
407,Performance of Sword,Ritual Monster,Warrior,0.5,0.39,0.39,True,yugioh
408,Omega Goggles,Spell Card,Equip,,,,False,yugioh
409,Call of the Mummy,Spell Card,Continuous,,,,False,yugioh
410,Judgment of the Desert,Trap Card,Continuous,,,,False,yugioh
411,Spirit of the Pot of Greed,Effect Monster,Fairy,0.08333333333333333,0.02,0.02,True,yugioh
412,Shaddoll Core,Trap Card,Continuous,,,,False,yugioh
413,Genex Undine,Effect Monster,Aqua,0.25,0.24,0.24,True,yugioh
414,Necro Gardna,Effect Monster,Warrior,0.25,0.26,0.12,True,yugioh
415,Souls of the Forgotten,Normal Monster,Fiend,0.16666666666666666,0.18,0.18,True,yugioh
416,Chaos Burst,Trap Card,Normal,,,,False,yugioh
417,Mobius the Frost Monarch,Effect Monster,Aqua,0.5,0.48,0.48,True,yugioh
418,Mountain Warrior,Normal Monster,Beast-Warrior,0.25,0.2,0.12,True,yugioh
419,Shaddoll Hedgehog,Flip Effect Monster,Spellcaster,0.25,0.16,0.16,True,yugioh
420,Informer Spider,Effect Monster,Insect,0.3333333333333333,0.36,0.1,True,yugioh
421,Buster Gundil the Cubic Behemoth,Effect Monster,Beast,0.3333333333333333,0.0,0.0,False,yugioh
422,Prediction Princess Astromorrigan,Flip Effect Monster,Fairy,0.25,0.26,0.26,True,yugioh
423,Submersible Carrier Aero Shark,XYZ Monster,Fish,0.25,0.38,0.38,True,yugioh
424,Stellarnova Wave,Trap Card,Continuous,,,,False,yugioh
425,Spiritual Light Art - Hijiri,Trap Card,Normal,,,,False,yugioh
426,Aroma Garden,Spell Card,Field,,,,False,yugioh
427,Battle Tuned,Spell Card,Quick-Play,,,,False,yugioh
428,Battle Ox,Normal Monster,Beast-Warrior,0.3333333333333333,0.34,0.34,True,yugioh
429,Dinomist Spinos,Pendulum Effect Monster,Machine,0.4166666666666667,0.5,0.5,True,yugioh
430,Neos Wiseman,Effect Monster,Spellcaster,0.8333333333333334,0.6,0.6,True,yugioh
431,Elemental HERO Marine Neos,Fusion Monster,Warrior,0.6666666666666666,0.56,0.56,True,yugioh
432,Galaxy Cyclone,Spell Card,Normal,,,,False,yugioh
433,Majespecter Gust,Trap Card,Normal,,,,False,yugioh
434,Amulet of Ambition,Spell Card,Equip,,,,False,yugioh
435,Red-Eyes Zombie Dragon,Effect Monster,Zombie,0.5833333333333334,0.48,0.48,True,yugioh
436,Super-Nimble Mega Hamster,Flip Effect Monster,Beast,0.3333333333333333,0.36,0.22,True,yugioh
437,Vylon Ohm,Effect Monster,Fairy,0.3333333333333333,0.3,0.3,True,yugioh
438,Cameraclops,Effect Monster,Warrior,0.3333333333333333,0.32,0.28,True,yugioh
439,Zefra Path,Spell Card,Continuous,,,,False,yugioh
440,Jowls of Dark Demise,Flip Effect Monster,Fiend,0.16666666666666666,0.04,0.04,True,yugioh
441,Skull Mariner,Normal Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
442,Evilswarm Obliviwisp,Effect Monster,Pyro,0.3333333333333333,0.41,0.09,True,yugioh
443,Elemental HERO Neo Bubbleman,Effect Monster,Warrior,0.3333333333333333,0.24,0.16,True,yugioh
444,Transmodify,Spell Card,Normal,,,,False,yugioh
445,Chronomaly Tula Guardian,Effect Monster,Rock,0.4166666666666667,0.36,0.36,True,yugioh
446,Revived King Ha Des,Synchro Monster,Zombie,0.5,0.49,0.49,True,yugioh
447,Mystical Space Typhoon,Spell Card,Quick-Play,,,,False,yugioh
448,Dragoncarnation,Trap Card,Normal,,,,False,yugioh
449,Evo-Force,Spell Card,Normal,,,,False,yugioh
450,Battlin' Boxer Glassjaw,Effect Monster,Warrior,0.3333333333333333,0.4,0.4,True,yugioh
451,Steam Gyroid,Fusion Monster,Machine,0.5,0.44,0.44,True,yugioh
452,Sword of the Soul-Eater,Spell Card,Equip,,,,False,yugioh
453,Cyber Dragon Zwei,Effect Monster,Machine,0.3333333333333333,0.3,0.3,True,yugioh
454,Darkfire Soldier 1,Normal Monster,Pyro,0.3333333333333333,0.34,0.34,True,yugioh
455,Black Luster Soldier,Ritual Monster,Warrior,0.6666666666666666,0.6,0.6,True,yugioh
456,Headless Knight,Normal Monster,Fiend,0.3333333333333333,0.34,0.29,True,yugioh
457,Warrior Lady of the Wasteland,Effect Monster,Warrior,0.3333333333333333,0.24,0.22,True,yugioh
458,Blazing Inpachi,Normal Monster,Pyro,0.3333333333333333,0.37,0.37,True,yugioh
459,Jurrac Impact,Trap Card,Normal,,,,False,yugioh
460,Flower Cardian Cherry Blossom with Curtain,Effect Monster,Warrior,0.25,0.4,0.4,True,yugioh
461,Cyclon Laser,Spell Card,Equip,,,,False,yugioh
462,"Scarr, Scout of Dark World",Effect Monster,Fiend,0.16666666666666666,0.1,0.1,True,yugioh
463,Majespecter Cat - Nekomata,Pendulum Effect Monster,Spellcaster,0.25,0.36,0.02,True,yugioh
464,Counselor Lily,Tuner Monster,Fairy,0.25,0.3,0.08,True,yugioh
465,Wattberyx,Tuner Monster,Thunder,0.25,0.06,0.06,True,yugioh
466,Machina Fortress,Effect Monster,Machine,0.5833333333333334,0.5,0.5,True,yugioh
467,Exchange,Spell Card,Normal,,,,False,yugioh
468,Dark Illusion,Trap Card,Counter,,,,False,yugioh
469,Scrap Crash,Trap Card,Normal,,,,False,yugioh
470,Samsara Lotus,Effect Monster,Plant,0.08333333333333333,0.0,0.0,False,yugioh
471,Humanoid Worm Drake,Fusion Monster,Aqua,0.5833333333333334,0.44,0.44,True,yugioh
472,D.D. Trap Hole,Trap Card,Normal,,,,False,yugioh
473,Tuner's Barrier,Trap Card,Normal,,,,False,yugioh
474,Destruction Punch,Trap Card,Normal,,,,False,yugioh
475,Flying Penguin,Normal Monster,Aqua,0.3333333333333333,0.24,0.24,True,yugioh
476,Hannibal Necromancer,Effect Monster,Spellcaster,0.3333333333333333,0.36,0.28,True,yugioh
477,Splendid Venus,Effect Monster,Fairy,0.6666666666666666,0.56,0.56,True,yugioh
478,Storming Mirror Force,Trap Card,Normal,,,,False,yugioh
479,Performapal Revival,Trap Card,Normal,,,,False,yugioh
480,The Hidden City,Spell Card,Field,,,,False,yugioh
481,Thousand Energy,Spell Card,Normal,,,,False,yugioh
482,A Rival Appears!,Trap Card,Normal,,,,False,yugioh
483,Soul Release,Spell Card,Normal,,,,False,yugioh
484,Weeping Idol,Effect Monster,Rock,0.16666666666666666,0.1,0.0,False,yugioh
485,Creation Resonator,Tuner Monster,Fiend,0.25,0.16,0.16,True,yugioh
486,Strike of the Monarchs,Spell Card,Quick-Play,,,,False,yugioh
487,Koa'ki Meiru Ghoulungulate,Effect Monster,Zombie,0.4166666666666667,0.5,0.5,True,yugioh
488,Bujingi Turtle,Effect Monster,Beast,0.3333333333333333,0.34,0.34,True,yugioh
489,Gazelle the King of Mythical Beasts,Normal Monster,Beast,0.3333333333333333,0.3,0.3,True,yugioh
490,Toon Briefcase,Trap Card,Normal,,,,False,yugioh
491,Vanity's Emptiness,Trap Card,Continuous,,,,False,yugioh
492,Arcana Force EX - The Light Ruler,Effect Monster,Fairy,0.8333333333333334,0.8,0.8,True,yugioh
493,Queen's Double,Effect Monster,Warrior,0.08333333333333333,0.07,0.07,True,yugioh
494,Shopina the Melodious Maestra,Effect Monster,Fairy,0.5833333333333334,0.46,0.46,True,yugioh
495,Double Payback,Trap Card,Continuous,,,,False,yugioh
496,The Gift of Greed,Trap Card,Normal,,,,False,yugioh
497,Raidraptor - Fuzzy Lanius,Effect Monster,Winged Beast,0.3333333333333333,0.3,0.1,True,yugioh
498,Mimiclay,Spell Card,Normal,,,,False,yugioh
499,The World Tree,Spell Card,Continuous,,,,False,yugioh
500,Gladiator Beast Murmillo,Effect Monster,Fish,0.25,0.16,0.16,True,yugioh
501,Reversal Quiz,Spell Card,Normal,,,,False,yugioh
502,XX-Saber Boggart Knight,Effect Monster,Beast-Warrior,0.3333333333333333,0.38,0.38,True,yugioh
503,"Uria, Lord of Searing Flames",Effect Monster,Pyro,0.8333333333333334,0.0,0.0,False,yugioh
504,Doomkaiser Dragon,Synchro Monster,Zombie,0.5,0.48,0.48,True,yugioh
505,Magical Exemplar,Effect Monster,Spellcaster,0.3333333333333333,0.34,0.34,True,yugioh
506,Paladin of Felgrand,Effect Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
507,Frightfur Fusion,Spell Card,Normal,,,,False,yugioh
508,Beaked Snake,Normal Monster,Reptile,0.25,0.18,0.16,True,yugioh
509,Emissary of the Oasis,Effect Monster,Spellcaster,0.25,0.12,0.12,True,yugioh
510,Bubonic Vermin,Flip Effect Monster,Beast,0.25,0.18,0.18,True,yugioh
511,At One With the Sword,Trap Card,Normal,,,,False,yugioh
512,Mazera DeVille,Effect Monster,Fiend,0.6666666666666666,0.56,0.56,True,yugioh
513,Malfunction,Trap Card,Counter,,,,False,yugioh
514,Turbo Rocket,Tuner Monster,Machine,0.16666666666666666,0.0,0.0,False,yugioh
515,Fluffal Mouse,Effect Monster,Fairy,0.08333333333333333,0.02,0.02,True,yugioh
516,Geargiagear,Trap Card,Normal,,,,False,yugioh
517,Arcana Knight Joker,Fusion Monster,Warrior,0.75,0.76,0.76,True,yugioh
518,Arcana Knight Joker,Fusion Monster,Warrior,0.75,0.76,0.76,True,yugioh
519,Red-Eyes Fusion,Spell Card,Normal,,,,False,yugioh
520,Fighting Spirit,Spell Card,Equip,,,,False,yugioh
521,"Brron, Mad King of Dark World",Effect Monster,Fiend,0.3333333333333333,0.36,0.36,True,yugioh
522,R-Genex Turbo,Effect Monster,Machine,0.3333333333333333,0.3,0.3,True,yugioh
523,Do a Barrel Roll,Trap Card,Counter,,,,False,yugioh
524,Amorphage Pride,Pendulum Effect Monster,Dragon,0.3333333333333333,0.35,0.35,True,yugioh
525,The Wicked Worm Beast,Effect Monster,Beast,0.25,0.28,0.28,True,yugioh
526,Burglar,Normal Monster,Beast,0.25,0.17,0.17,True,yugioh
527,Koa'ki Meiru Boulder,Effect Monster,Rock,0.3333333333333333,0.24,0.24,True,yugioh
528,DZW - Chimera Clad,Effect Monster,Fiend,0.08333333333333333,0.0,0.0,False,yugioh
529,Rapid-Fire Magician,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
530,Miracle Dig,Spell Card,Normal,,,,False,yugioh
531,Dawn Knight,Effect Monster,Warrior,0.3333333333333333,0.28,0.28,True,yugioh
532,Brotherhood of the Fire Fist - Bear,Effect Monster,Beast-Warrior,0.3333333333333333,0.32,0.32,True,yugioh
533,Eldeen,Normal Monster,Spellcaster,0.25,0.2,0.19,True,yugioh
534,Gaia The Fierce Knight,Normal Monster,Warrior,0.5833333333333334,0.46,0.46,True,yugioh
535,Gaia The Fierce Knight,Normal Monster,Warrior,0.5833333333333334,0.46,0.46,True,yugioh
536,Emblem of Dragon Destroyer,Spell Card,Normal,,,,False,yugioh
537,Cyber Commander,Normal Monster,Machine,0.16666666666666666,0.15,0.15,True,yugioh
538,El Shaddoll Fusion,Spell Card,Quick-Play,,,,False,yugioh
539,Infected Mail,Spell Card,Continuous,,,,False,yugioh
540,Kaiser Sea Snake,Effect Monster,Sea Serpent,0.6666666666666666,0.5,0.5,True,yugioh
541,Amazoness Shamanism,Trap Card,Normal,,,,False,yugioh
542,Wroughtweiler,Effect Monster,Machine,0.25,0.24,0.16,True,yugioh
543,"Radius, the Half-Moon Dragon",Effect Monster,Dragon,0.3333333333333333,0.28,0.28,True,yugioh
544,Traptrix Rafflesia,XYZ Monster,Plant,0.3333333333333333,0.5,0.06,True,yugioh
545,Spiritual Water Art - Aoi,Trap Card,Normal,,,,False,yugioh
546,Izanagi,Effect Monster,Fairy,0.5,0.44,0.44,True,yugioh
547,Thermal Genex,Synchro Monster,Machine,0.6666666666666666,0.48,0.48,True,yugioh
548,Onomatopaira,Spell Card,Normal,,,,False,yugioh
549,"Blaze Fenix, the Burning Bombardment Bird",Fusion Monster,Pyro,0.6666666666666666,0.56,0.56,True,yugioh
550,Fog King,Effect Monster,Spellcaster,0.5833333333333334,0.0,0.0,False,yugioh
551,Beautunaful Princess,Effect Monster,Fish,0.08333333333333333,0.0,0.0,False,yugioh
552,Beginning Knight,Effect Monster,Warrior,0.3333333333333333,0.4,0.1,True,yugioh
553,Frostosaurus,Normal Monster,Dinosaur,0.5,0.52,0.52,True,yugioh
554,Spikeshield with Chain,Trap Card,Normal,,,,False,yugioh
555,Ultimate Fire Formation - Seito,Trap Card,Normal,,,,False,yugioh
556,Skull Lair,Trap Card,Continuous,,,,False,yugioh
557,Seiyaryu,Normal Monster,Dragon,0.5833333333333334,0.5,0.5,True,yugioh
558,Teleport,Spell Card,Continuous,,,,False,yugioh
559,Half Counter,Trap Card,Normal,,,,False,yugioh
560,The Great Emperor Penguin,Effect Monster,Aqua,0.4166666666666667,0.36,0.36,True,yugioh
561,Barox,Fusion Monster,Fiend,0.4166666666666667,0.306,0.276,True,yugioh
562,Super-Ancient Dinobeast,Effect Monster,Dinosaur,0.6666666666666666,0.54,0.54,True,yugioh
563,A Deal with Dark Ruler,Spell Card,Quick-Play,,,,False,yugioh
564,Return of the Dragon Lords,Spell Card,Normal,,,,False,yugioh
565,Success Probability 0%,Trap Card,Normal,,,,False,yugioh
566,Phantom King Hydride,Tuner Monster,Fiend,0.25,0.3,0.3,True,yugioh
567,Power Breaker,Effect Monster,Warrior,0.3333333333333333,0.38,0.38,True,yugioh
568,Harpie's Pet Baby Dragon,Effect Monster,Dragon,0.3333333333333333,0.24,0.24,True,yugioh
569,Schwarzschild Limit Dragon,Effect Monster,Dragon,0.6666666666666666,0.4,0.4,True,yugioh
570,Shadow Toon,Spell Card,Normal,,,,False,yugioh
571,Dark Scorpion - Cliff the Trap Remover,Effect Monster,Warrior,0.25,0.24,0.24,True,yugioh
572,Woodland Sprite,Effect Monster,Plant,0.25,0.18,0.18,True,yugioh
573,Insect Soldiers of the Sky,Effect Monster,Insect,0.25,0.2,0.2,True,yugioh
574,Power Giant,Effect Monster,Rock,0.5,0.44,0.44,True,yugioh
575,Factory of 100 Machines,Spell Card,Quick-Play,,,,False,yugioh
576,Card of the Soul,Spell Card,Normal,,,,False,yugioh
577,Next to be Lost,Trap Card,Normal,,,,False,yugioh
578,Express Train Trolley Olley,Effect Monster,Machine,0.3333333333333333,0.36,0.36,True,yugioh
579,Magician's Rod,Effect Monster,Spellcaster,0.25,0.32,0.32,True,yugioh
580,Hane-Hane,Flip Effect Monster,Beast,0.16666666666666666,0.1,0.09,True,yugioh
581,Torrential Reborn,Trap Card,Normal,,,,False,yugioh
582,Crystal Beast Sapphire Pegasus,Effect Monster,Beast,0.3333333333333333,0.36,0.36,True,yugioh
583,"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,Dragon,0.3333333333333333,0.39,0.39,True,yugioh
584,Umbral Horror Ghoul,Effect Monster,Fiend,0.3333333333333333,0.36,0.36,True,yugioh
585,Field Barrier,Spell Card,Continuous,,,,False,yugioh
586,Bait Doll,Spell Card,Normal,,,,False,yugioh
587,Toon Ancient Gear Golem,Toon Monster,Machine,0.6666666666666666,0.6,0.6,True,yugioh
588,Armor Exe,Effect Monster,Rock,0.3333333333333333,0.48,0.48,True,yugioh
589,"Aurkus, Lightsworn Druid",Effect Monster,Beast-Warrior,0.25,0.36,0.24,True,yugioh
590,Chocolate Magician Girl,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
591,Metal Shooter,Effect Monster,Machine,0.4166666666666667,0.16,0.16,True,yugioh
592,Mon Larvas,Normal Monster,Beast,0.3333333333333333,0.28,0.26,True,yugioh
593,Curse of Dragonfire,Effect Monster,Dragon,0.4166666666666667,0.4,0.4,True,yugioh
594,Koalo-Koala,Fusion Monster,Beast,0.5,0.56,0.56,True,yugioh
595,Infernity Beast,Effect Monster,Beast,0.25,0.32,0.32,True,yugioh
596,Performapal Life Swordsman,Effect Monster,Warrior,0.08333333333333333,0.0,0.0,False,yugioh
597,Abyss Actor - Twinkle Littlestar,Pendulum Effect Monster,Fiend,0.3333333333333333,0.2,0.2,True,yugioh
598,Naturia Pineapple,Effect Monster,Plant,0.16666666666666666,0.02,0.02,True,yugioh
599,Amorphage Greed,Pendulum Effect Monster,Dragon,0.3333333333333333,0.39,0.0,False,yugioh
600,Mechanicalchaser,Normal Monster,Machine,0.3333333333333333,0.37,0.37,True,yugioh
601,Metallizing Parasite - Lunatite,Union Effect Monster,Aqua,0.5833333333333334,0.2,0.2,True,yugioh
602,Goyo Guardian,Synchro Monster,Warrior,0.5,0.56,0.56,True,yugioh
603,Chewbone,Flip Effect Monster,Zombie,0.25,0.06,0.06,True,yugioh
604,Chewbone Jr. Token,Token,Zombie,,,,False,yugioh
605,Brilliant Fusion,Spell Card,Continuous,,,,False,yugioh
606,Extra Gate,Spell Card,Quick-Play,,,,False,yugioh
607,Dynatherium,Effect Monster,Beast,0.3333333333333333,0.32,0.32,True,yugioh
608,Noble Arms of Destiny,Spell Card,Equip,,,,False,yugioh
609,"Zure, Knight of Dark World",Normal Monster,Fiend,0.3333333333333333,0.36,0.36,True,yugioh
610,Naturia Sunflower,Effect Monster,Plant,0.16666666666666666,0.1,0.1,True,yugioh
611,Milus Radiant,Effect Monster,Beast,0.08333333333333333,0.06,0.06,True,yugioh
612,Eagle Shark,Effect Monster,Fish,0.4166666666666667,0.36,0.2,True,yugioh
613,Gather Your Mind,Spell Card,Normal,,,,False,yugioh
614,Golgoil,Normal Monster,Machine,0.3333333333333333,0.32,0.18,True,yugioh
